src_bytes,dst_bytes,logged_in,count,srv_count,dst_host_srv_count,dst_host_same_srv_rate,label,Prediction,Severity
22929,25933,0,95,109,168,0.22,normal,Attack,High
235,641,1,16,5,255,0.95,normal,Benign,Low
10705,27644,0,153,45,129,0.34,neptune,Attack,High
202,2077,1,15,16,255,0.93,normal,Benign,Low
37691,43525,0,114,50,170,0.29,mscan,Attack,High
700,2315,1,20,15,255,0.98,normal,Benign,Low
316,2280,1,17,11,255,0.89,normal,Benign,Low
28995,46777,0,128,89,141,0.03,normal,Attack,High
240,1494,1,16,17,255,0.87,normal,Benign,Low
271,1443,1,20,17,255,0.85,normal,Benign,Low
526,1897,1,7,9,255,0.89,normal,Benign,Low
11921,28700,0,192,82,47,0.36,mscan,Attack,High
750,881,1,2,14,255,0.96,normal,Benign,Low
13402,19867,0,194,71,126,0.14,normal,Attack,High
24722,55519,0,228,35,45,0.17,saint,Attack,High
453,2131,1,11,18,255,0.91,normal,Benign,Low
883,2259,1,8,7,255,0.94,normal,Benign,Low
614,892,1,16,11,255,0.94,normal,Benign,Low
20866,22518,0,89,46,26,0.2,neptune,Attack,High
651,1756,1,12,12,255,0.86,saint,Benign,Low
500,2363,1,8,6,255,0.88,normal,Benign,Low
367,1477,1,5,15,255,0.94,normal,Benign,Low
388,2441,1,5,6,255,0.98,normal,Benign,Low
768,1677,1,10,7,255,1.0,normal,Benign,Low
224,1157,1,13,17,255,0.96,normal,Benign,Low
509,2103,1,14,13,255,0.95,normal,Benign,Low
396,422,1,14,16,255,0.87,normal,Benign,Low
28978,47699,0,123,81,18,0.07,normal,Attack,High
38270,57023,0,255,89,49,0.02,saint,Attack,High
881,2365,1,17,1,255,0.97,normal,Benign,Low
137,1331,1,6,12,255,0.97,normal,Benign,Low
499,1041,1,16,7,255,0.86,normal,Benign,Low
523,1271,1,17,5,255,0.94,normal,Benign,Low
237,1978,1,9,14,255,0.98,normal,Benign,Low
826,2181,1,19,11,255,0.93,normal,Benign,Low
28425,27495,0,91,77,138,0.35,portsweep,Attack,High
218,1613,1,5,1,255,0.92,normal,Benign,Low
137,1387,1,14,6,255,0.95,normal,Benign,Low
446,1880,1,11,10,255,0.9,normal,Benign,Low
34529,31445,0,255,48,143,0.35,saint,Attack,High
408,446,1,6,11,255,0.99,normal,Benign,Low
789,2155,1,11,14,255,0.86,normal,Benign,Low
332,342,1,12,5,255,0.97,normal,Benign,Low
582,1877,1,6,8,255,0.92,normal,Benign,Low
689,700,1,16,14,255,0.86,normal,Benign,Low
22487,15272,0,98,71,127,0.19,portsweep,Benign,Low
474,1317,1,11,13,255,0.94,normal,Benign,Low
492,1337,1,11,12,255,0.98,normal,Benign,Low
16293,20733,0,250,30,88,0.18,normal,Attack,High
37690,54416,0,86,94,59,0.16,saint,Attack,High
269,1875,1,6,15,255,0.89,normal,Benign,Low
15729,35464,0,139,61,53,0.3,portsweep,Attack,High
37938,30035,0,176,77,24,0.36,portsweep,Attack,High
869,1335,1,19,9,255,0.86,normal,Benign,Low
871,1788,1,4,19,255,0.99,normal,Benign,Low
817,1603,1,9,3,255,0.89,normal,Benign,Low
436,1701,1,17,10,255,0.96,normal,Benign,Low
11379,24420,0,102,118,175,0.04,saint,Attack,High
471,1934,1,19,4,255,0.92,normal,Benign,Low
432,1297,1,16,15,255,0.98,normal,Benign,Low
540,642,1,2,14,255,0.92,normal,Benign,Low
31303,37789,0,145,93,41,0.07,normal,Attack,High
273,1500,1,7,20,255,0.98,normal,Benign,Low
619,2470,1,14,16,255,0.98,normal,Benign,Low
346,2198,1,15,1,255,0.86,normal,Benign,Low
726,2200,1,2,7,255,0.96,normal,Benign,Low
16866,54031,0,111,120,82,0.13,neptune,Attack,High
474,2486,1,19,12,255,0.91,normal,Benign,Low
421,2437,1,7,10,255,0.93,normal,Benign,Low
773,2273,1,18,16,255,0.88,normal,Benign,Low
179,2277,1,14,19,255,0.99,normal,Benign,Low
20146,36278,0,133,116,143,0.34,normal,Attack,High
38533,53870,0,96,80,26,0.15,portsweep,Attack,High
321,2097,1,4,9,255,0.92,normal,Benign,Low
276,547,1,6,19,255,1.0,normal,Benign,Low
137,1875,1,15,13,255,0.91,normal,Benign,Low
29333,15697,0,95,119,83,0.31,normal,Benign,Low
871,673,1,15,1,255,0.96,normal,Benign,Low
281,652,1,14,6,255,0.9,normal,Benign,Low
340,673,1,3,2,255,1.0,normal,Benign,Low
28965,50399,0,221,64,74,0.13,portsweep,Attack,High
731,2227,1,3,18,255,0.85,normal,Benign,Low
296,712,1,10,19,255,0.89,normal,Benign,Low
681,975,1,4,3,255,0.91,normal,Benign,Low
21464,47642,0,134,102,166,0.27,normal,Attack,High
38901,34820,0,133,70,180,0.08,saint,Attack,High
10223,57845,0,166,60,116,0.11,normal,Attack,High
893,2097,1,15,1,255,0.94,normal,Benign,Low
16982,55422,0,210,85,50,0.08,normal,Attack,High
482,1754,1,17,15,255,0.98,normal,Benign,Low
9876,58191,0,102,94,111,0.32,portsweep,Benign,Low
410,2162,1,12,9,255,0.98,normal,Benign,Low
24598,31202,0,197,31,106,0.16,portsweep,Attack,High
229,1316,1,14,11,255,0.87,normal,Benign,Low
332,1724,1,20,17,255,0.95,normal,Benign,Low
420,320,1,5,8,255,0.93,normal,Benign,Low
748,1978,1,5,8,255,0.89,normal,Benign,Low
267,1257,1,7,19,255,0.9,normal,Benign,Low
17294,38054,0,98,36,142,0.3,neptune,Attack,High
449,1963,1,19,18,255,0.89,normal,Benign,Low
205,1286,1,13,7,255,0.93,normal,Benign,Low
280,1007,1,4,18,255,1.0,normal,Benign,Low
231,1551,1,1,10,255,0.92,normal,Benign,Low
20157,16047,0,173,37,62,0.35,neptune,Benign,Low
35363,37938,0,153,107,178,0.02,normal,Attack,High
415,976,1,13,12,255,0.93,normal,Benign,Low
560,1121,1,10,18,255,1.0,normal,Benign,Low
154,1286,1,16,5,255,0.95,normal,Benign,Low
376,2127,1,5,16,255,0.88,normal,Benign,Low
29405,50282,0,164,101,56,0.18,neptune,Attack,High
23412,31131,0,214,64,18,0.13,normal,Attack,High
536,297,1,11,4,255,0.92,saint,Benign,Low
710,557,1,1,10,255,0.96,normal,Benign,Low
514,2219,1,2,8,255,0.99,normal,Benign,Low
21167,17297,0,153,91,40,0.13,normal,Benign,Low
265,2085,1,5,17,255,0.92,normal,Benign,Low
504,903,1,6,17,255,0.97,normal,Benign,Low
342,2446,1,14,16,255,0.99,normal,Benign,Low
177,1693,1,16,1,255,0.96,normal,Benign,Low
131,1630,1,19,6,255,0.86,normal,Benign,Low
11449,56946,0,255,63,34,0.08,normal,Attack,High
33170,59477,0,152,79,72,0.33,normal,Attack,High
37660,39789,0,244,72,154,0.17,normal,Attack,High
8951,21580,0,146,93,172,0.22,normal,Benign,Low
843,1222,1,10,4,255,0.97,normal,Benign,Low
785,1167,1,14,9,255,0.94,normal,Benign,Low
863,1465,1,1,19,255,0.96,normal,Benign,Low
601,295,1,8,5,255,0.97,normal,Benign,Low
247,2387,1,11,17,255,0.96,saint,Benign,Low
219,2440,1,10,4,255,0.95,normal,Benign,Low
26834,28374,0,194,56,40,0.18,neptune,Attack,High
16617,32298,0,86,85,10,0.22,mscan,Attack,High
693,1050,1,3,1,255,0.88,normal,Benign,Low
690,435,1,17,16,255,0.9,normal,Benign,Low
279,1577,1,12,13,255,0.98,normal,Benign,Low
266,1244,1,19,11,255,0.94,normal,Benign,Low
17331,40925,0,247,111,155,0.1,normal,Attack,High
605,282,1,8,13,255,0.92,normal,Benign,Low
370,1187,1,6,15,255,0.96,normal,Benign,Low
388,928,1,14,4,255,0.92,normal,Benign,Low
856,2085,1,4,7,255,0.95,normal,Benign,Low
390,2309,1,12,14,255,0.9,normal,Benign,Low
715,1385,1,5,19,255,0.94,normal,Benign,Low
308,1292,1,9,15,255,0.99,normal,Benign,Low
702,1856,1,8,19,255,0.88,normal,Benign,Low
414,693,1,2,16,255,0.89,normal,Benign,Low
407,1634,1,4,2,255,0.95,normal,Benign,Low
773,740,1,5,11,255,0.95,normal,Benign,Low
139,476,1,16,6,255,0.96,normal,Benign,Low
39309,32206,0,84,49,74,0.31,neptune,Attack,High
828,1465,1,2,19,255,0.86,normal,Benign,Low
751,1554,1,5,4,255,0.87,normal,Benign,Low
396,764,1,6,13,255,0.99,normal,Benign,Low
39431,44461,0,207,86,131,0.36,mscan,Attack,High
39837,17184,0,129,84,40,0.34,portsweep,Attack,High
39513,45829,0,237,113,41,0.33,neptune,Attack,High
700,1410,1,6,12,255,0.86,normal,Benign,Low
131,2342,1,3,2,255,0.91,normal,Benign,Low
39644,32077,0,87,74,83,0.09,neptune,Attack,High
569,1113,1,16,17,255,0.98,normal,Benign,Low
721,988,1,3,10,255,0.86,normal,Benign,Low
31292,55927,0,228,116,127,0.17,normal,Attack,High
21099,18269,0,223,58,140,0.18,saint,Attack,High
821,2300,1,14,1,255,0.89,normal,Benign,Low
224,1600,1,8,20,255,0.9,normal,Benign,Low
280,1725,1,2,2,255,0.99,normal,Benign,Low
676,777,1,7,2,255,0.99,normal,Benign,Low
844,1642,1,7,13,255,0.9,normal,Benign,Low
662,1992,1,18,20,255,0.98,normal,Benign,Low
16175,56324,0,238,63,158,0.29,mscan,Attack,High
806,903,1,15,1,255,0.9,normal,Benign,Low
329,287,1,20,14,255,0.87,normal,Benign,Low
13133,40276,0,105,75,49,0.12,portsweep,Attack,High
838,1808,1,13,10,255,0.95,normal,Benign,Low
477,567,1,14,12,255,0.86,normal,Benign,Low
299,974,1,14,3,255,0.89,neptune,Benign,Low
189,1478,1,16,10,255,0.87,normal,Benign,Low
377,1649,1,17,18,255,0.86,normal,Benign,Low
756,760,1,16,8,255,1.0,normal,Benign,Low
31727,49043,0,117,109,80,0.19,neptune,Attack,High
615,2500,1,7,13,255,0.91,normal,Benign,Low
210,401,1,8,5,255,0.95,normal,Benign,Low
21538,37145,0,118,51,55,0.11,normal,Attack,High
504,286,1,18,1,255,0.93,normal,Benign,Low
608,989,1,6,15,255,0.87,neptune,Benign,Low
520,502,1,8,13,255,0.97,normal,Benign,Low
718,2312,1,10,18,255,0.9,normal,Benign,Low
796,1061,1,13,14,255,0.9,normal,Benign,Low
302,1133,1,9,16,255,0.97,normal,Benign,Low
162,2294,1,5,19,255,0.86,normal,Benign,Low
881,441,1,12,20,255,0.88,normal,Benign,Low
530,401,1,7,14,255,0.9,normal,Benign,Low
154,1085,1,6,7,255,0.86,normal,Benign,Low
34749,28161,0,181,67,139,0.27,normal,Attack,High
517,661,1,8,6,255,0.97,normal,Benign,Low
356,1899,1,18,18,255,0.97,normal,Benign,Low
728,788,1,17,17,255,0.95,normal,Benign,Low
206,719,1,20,18,255,0.99,normal,Benign,Low
33367,18350,0,151,102,38,0.07,portsweep,Attack,High
779,677,1,11,13,255,1.0,normal,Benign,Low
207,1547,1,17,15,255,0.91,normal,Benign,Low
869,2080,1,1,4,255,0.95,normal,Benign,Low
764,473,1,7,4,255,0.85,normal,Benign,Low
539,2256,1,10,19,255,0.92,normal,Benign,Low
841,741,1,18,12,255,0.87,normal,Benign,Low
10907,16830,0,142,34,145,0.21,normal,Benign,Low
550,1867,1,1,15,255,0.88,normal,Benign,Low
590,2269,1,7,3,255,0.89,normal,Benign,Low
553,1722,1,14,9,255,0.86,normal,Benign,Low
23580,57096,0,134,45,14,0.39,normal,Attack,High
34916,33442,0,112,113,47,0.09,neptune,Attack,High
13209,58395,0,173,101,42,0.37,normal,Attack,High
525,1207,1,2,5,255,0.98,normal,Benign,Low
738,2258,1,16,6,255,0.98,normal,Benign,Low
10181,26474,0,170,115,11,0.27,saint,Attack,High
348,2424,1,11,3,255,0.98,normal,Benign,Low
871,744,1,5,19,255,0.86,normal,Benign,Low
138,1683,1,4,9,255,0.9,normal,Benign,Low
498,1410,1,15,18,255,0.96,normal,Benign,Low
314,1429,1,16,3,255,0.95,normal,Benign,Low
573,831,1,10,1,255,0.87,normal,Benign,Low
37516,53969,0,188,31,105,0.31,normal,Attack,High
31509,24842,0,96,64,39,0.38,neptune,Attack,High
163,302,1,1,4,255,0.98,normal,Benign,Low
736,1882,1,9,13,255,0.93,normal,Benign,Low
32310,50943,0,232,108,138,0.27,normal,Attack,High
811,1720,1,19,11,255,0.99,normal,Benign,Low
760,926,1,5,2,255,0.92,normal,Benign,Low
592,2150,1,12,17,255,0.91,normal,Benign,Low
33106,37298,0,199,81,130,0.27,normal,Attack,High
655,615,1,10,1,255,0.99,normal,Benign,Low
773,1415,1,17,19,255,0.96,normal,Benign,Low
409,1995,1,7,15,255,0.94,normal,Benign,Low
178,1739,1,2,17,255,1.0,normal,Benign,Low
13742,44059,0,134,79,21,0.14,mscan,Attack,High
752,437,1,15,9,255,0.87,normal,Benign,Low
20296,47708,0,135,78,164,0.34,neptune,Attack,High
728,2242,1,18,13,255,0.91,normal,Benign,Low
411,2281,1,12,7,255,0.94,normal,Benign,Low
810,1327,1,18,18,255,0.95,normal,Benign,Low
671,646,1,6,8,255,0.89,normal,Benign,Low
447,1532,1,15,6,255,0.97,normal,Benign,Low
8696,58852,0,238,58,155,0.05,portsweep,Benign,Low
859,384,1,1,3,255,0.85,normal,Benign,Low
25486,58880,0,104,89,103,0.16,saint,Attack,High
754,2261,1,14,15,255,0.94,normal,Benign,Low
19160,19303,0,204,84,111,0.08,mscan,Attack,High
466,788,1,13,8,255,0.94,normal,Benign,Low
180,1542,1,16,16,255,1.0,normal,Benign,Low
689,888,1,4,12,255,0.86,normal,Benign,Low
38943,26181,0,148,93,14,0.03,saint,Attack,High
17375,49738,0,171,64,100,0.12,neptune,Attack,High
282,853,1,6,16,255,0.92,normal,Benign,Low
309,864,1,13,10,255,0.89,normal,Benign,Low
727,2324,1,1,3,255,0.97,normal,Benign,Low
502,686,1,1,9,255,0.96,normal,Benign,Low
9811,47775,0,145,66,61,0.21,mscan,Attack,High
268,2294,1,9,9,255,0.89,normal,Benign,Low
251,384,1,4,1,255,0.93,normal,Benign,Low
19713,50479,0,178,93,86,0.19,normal,Attack,High
17048,34244,0,136,114,162,0.28,normal,Attack,High
801,568,1,14,14,255,0.95,normal,Benign,Low
13600,26577,0,133,78,165,0.3,normal,Attack,High
18397,55632,0,230,33,65,0.2,normal,Attack,High
18184,38005,0,91,91,51,0.35,mscan,Attack,High
26402,57384,0,247,48,39,0.05,normal,Attack,High
32751,23647,0,194,59,123,0.17,normal,Attack,High
39314,57612,0,242,70,78,0.26,normal,Attack,High
34589,47060,0,218,119,61,0.4,normal,Attack,High
495,403,1,2,13,255,0.95,normal,Benign,Low
538,273,1,19,11,255,0.85,normal,Benign,Low
132,1895,1,19,15,255,0.94,normal,Benign,Low
17551,41330,0,93,90,147,0.3,neptune,Attack,High
535,2141,1,16,7,255,0.88,normal,Benign,Low
305,1078,1,3,8,255,0.9,normal,Benign,Low
443,1810,1,6,15,255,0.9,normal,Benign,Low
129,2380,1,6,12,255,0.86,normal,Benign,Low
33009,58804,0,183,48,119,0.08,normal,Attack,High
126,855,1,5,11,255,0.96,normal,Benign,Low
371,1516,1,3,6,255,0.9,normal,Benign,Low
263,449,1,19,7,255,0.98,normal,Benign,Low
251,721,1,19,15,255,0.89,normal,Benign,Low
29807,24181,0,223,63,127,0.39,mscan,Attack,High
623,1851,1,9,10,255,0.87,normal,Benign,Low
31884,45729,0,205,110,41,0.33,neptune,Attack,High
627,1240,1,3,4,255,0.92,portsweep,Benign,Low
737,949,1,9,14,255,0.99,normal,Benign,Low
19964,51838,0,122,66,26,0.1,saint,Attack,High
184,1809,1,11,16,255,0.96,normal,Benign,Low
817,1948,1,5,14,255,0.97,normal,Benign,Low
560,1614,1,11,4,255,0.89,normal,Benign,Low
16238,50048,0,255,51,26,0.34,saint,Attack,High
783,1897,1,12,1,255,0.96,normal,Benign,Low
803,2359,1,11,8,255,0.96,normal,Benign,Low
11795,45182,0,134,38,164,0.06,saint,Attack,High
519,1068,1,5,20,255,0.85,normal,Benign,Low
796,1879,1,4,1,255,0.88,normal,Benign,Low
30595,18699,0,87,111,28,0.25,portsweep,Benign,Low
758,1653,1,18,17,255,1.0,normal,Benign,Low
12229,28433,0,163,113,38,0.35,saint,Attack,High
21992,17603,0,115,57,140,0.29,normal,Benign,Low
556,783,1,2,7,255,0.98,normal,Benign,Low
812,2026,1,2,19,255,0.87,normal,Benign,Low
749,2086,1,13,13,255,0.87,normal,Benign,Low
614,1356,1,7,11,255,0.98,mscan,Benign,Low
11365,58322,0,187,92,17,0.3,mscan,Attack,High
814,956,1,12,20,255,0.92,normal,Benign,Low
893,1037,1,11,15,255,0.93,normal,Benign,Low
600,2090,1,13,16,255,0.89,normal,Benign,Low
844,814,1,2,12,255,0.93,normal,Benign,Low
28893,40218,0,99,60,161,0.19,mscan,Attack,High
363,1995,1,20,6,255,0.99,normal,Benign,Low
268,907,1,8,10,255,0.94,normal,Benign,Low
349,1247,1,18,10,255,0.99,normal,Benign,Low
694,982,1,9,1,255,0.94,normal,Benign,Low
27850,18440,0,108,98,105,0.01,saint,Benign,Low
579,328,1,19,9,255,0.9,normal,Benign,Low
867,343,1,17,14,255,0.92,normal,Benign,Low
589,779,1,14,15,255,0.97,normal,Benign,Low
725,1112,1,16,16,255,0.98,normal,Benign,Low
145,1288,1,17,2,255,0.91,normal,Benign,Low
825,1537,1,15,7,255,0.86,normal,Benign,Low
850,1113,1,19,1,255,0.95,normal,Benign,Low
280,2018,1,1,10,255,0.97,normal,Benign,Low
18444,54861,0,152,87,59,0.12,normal,Attack,High
588,767,1,9,4,255,0.91,normal,Benign,Low
510,1299,1,15,15,255,0.86,normal,Benign,Low
571,287,1,12,3,255,0.95,normal,Benign,Low
161,1115,1,4,17,255,0.86,normal,Benign,Low
524,1179,1,19,19,255,0.92,normal,Benign,Low
540,406,1,2,9,255,0.91,normal,Benign,Low
353,1618,1,16,3,255,0.96,normal,Benign,Low
16501,47768,0,226,114,144,0.13,neptune,Attack,High
644,1288,1,1,5,255,0.98,normal,Benign,Low
22249,56225,0,98,38,124,0.17,portsweep,Attack,High
18750,57209,0,171,57,18,0.27,saint,Attack,High
739,576,1,20,5,255,0.98,normal,Benign,Low
186,1670,1,10,4,255,0.89,normal,Benign,Low
18650,21316,0,85,74,142,0.15,normal,Attack,High
191,484,1,4,19,255,0.88,normal,Benign,Low
15348,24075,0,89,109,92,0.35,normal,Attack,High
290,1020,1,10,13,255,0.9,normal,Benign,Low
19917,22013,0,227,81,26,0.32,saint,Attack,High
34262,23246,0,115,90,144,0.37,mscan,Attack,High
477,1726,1,9,4,255,0.93,normal,Benign,Low
689,442,1,6,12,255,0.88,normal,Benign,Low
9143,46856,0,140,71,39,0.21,normal,Attack,High
22490,21036,0,84,48,102,0.39,normal,Attack,High
32386,26677,0,171,98,128,0.01,normal,Attack,High
13087,24856,0,152,37,111,0.07,neptune,Attack,High
631,1031,1,10,20,255,0.85,normal,Benign,Low
867,2018,1,17,3,255,0.97,normal,Benign,Low
664,584,1,15,10,255,0.86,normal,Benign,Low
21990,40776,0,108,116,160,0.38,normal,Attack,High
165,1115,1,3,8,255,0.9,normal,Benign,Low
724,651,1,18,1,255,0.99,normal,Benign,Low
22225,43375,0,162,97,18,0.09,neptune,Attack,High
762,2281,1,7,16,255,1.0,normal,Benign,Low
306,1216,1,20,10,255,0.92,normal,Benign,Low
21384,56113,0,80,120,101,0.04,saint,Attack,High
257,545,1,10,20,255,0.85,normal,Benign,Low
489,1710,1,6,12,255,0.98,normal,Benign,Low
134,396,1,3,4,255,0.92,normal,Benign,Low
348,2477,1,15,15,255,0.93,normal,Benign,Low
15862,31631,0,150,90,22,0.16,saint,Attack,High
270,790,1,4,17,255,0.88,normal,Benign,Low
175,406,1,20,1,255,0.87,normal,Benign,Low
30470,59704,0,173,33,83,0.08,normal,Attack,High
22740,38078,0,222,80,78,0.17,normal,Attack,High
310,623,1,10,4,255,0.99,normal,Benign,Low
26037,31176,0,124,84,149,0.28,saint,Attack,High
790,1630,1,6,8,255,0.88,normal,Benign,Low
333,2398,1,3,10,255,0.86,normal,Benign,Low
459,1756,1,13,8,255,0.86,normal,Benign,Low
293,1251,1,3,13,255,0.98,normal,Benign,Low
607,1330,1,9,6,255,0.96,normal,Benign,Low
375,1153,1,6,4,255,0.98,normal,Benign,Low
34988,55412,0,119,69,54,0.3,neptune,Attack,High
28523,19164,0,221,101,168,0.29,saint,Benign,Low
858,778,1,9,20,255,0.85,normal,Benign,Low
858,1499,1,8,9,255,0.93,normal,Benign,Low
179,1846,1,18,1,255,0.9,normal,Benign,Low
490,568,1,19,12,255,0.95,normal,Benign,Low
650,2490,1,8,4,255,0.93,normal,Benign,Low
575,1669,1,15,12,255,0.92,normal,Benign,Low
199,1324,1,1,20,255,0.94,normal,Benign,Low
187,1764,1,6,18,255,0.98,normal,Benign,Low
31712,25441,0,95,71,16,0.02,normal,Attack,High
751,998,1,1,1,255,0.92,normal,Benign,Low
733,597,1,20,18,255,0.89,normal,Benign,Low
567,1828,1,6,18,255,0.94,normal,Benign,Low
833,1166,1,9,18,255,0.97,normal,Benign,Low
735,257,1,11,9,255,0.92,normal,Benign,Low
739,1460,1,14,10,255,0.94,normal,Benign,Low
123,897,1,17,2,255,0.89,normal,Benign,Low
23289,43598,0,93,87,144,0.3,mscan,Attack,High
240,1136,1,11,13,255,0.98,normal,Benign,Low
315,1631,1,11,6,255,0.9,normal,Benign,Low
21326,27685,0,89,118,63,0.03,saint,Attack,High
703,410,1,19,17,255,0.94,normal,Benign,Low
891,1815,1,17,7,255,0.99,normal,Benign,Low
135,956,1,12,2,255,0.9,normal,Benign,Low
401,331,1,20,12,255,0.87,normal,Benign,Low
19653,26158,0,230,81,160,0.22,normal,Attack,High
708,667,1,17,5,255,0.9,normal,Benign,Low
31948,54474,0,152,33,142,0.29,mscan,Attack,High
722,628,1,11,20,255,0.96,normal,Benign,Low
10902,41625,0,100,69,15,0.08,mscan,Attack,High
242,1443,1,2,3,255,1.0,normal,Benign,Low
716,2001,1,13,8,255,0.89,normal,Benign,Low
28652,37515,0,169,117,81,0.08,normal,Attack,High
583,2143,1,14,3,255,1.0,normal,Benign,Low
25950,55933,0,130,111,12,0.14,neptune,Attack,High
313,1815,1,4,10,255,0.9,normal,Benign,Low
138,1432,1,20,8,255,0.97,normal,Benign,Low
289,2209,1,11,4,255,0.91,normal,Benign,Low
830,1201,1,10,18,255,0.87,normal,Benign,Low
375,1489,1,10,3,255,0.97,normal,Benign,Low
306,2168,1,19,19,255,0.87,normal,Benign,Low
30464,23508,0,89,39,59,0.03,portsweep,Attack,High
546,1991,1,1,6,255,0.89,normal,Benign,Low
407,1881,1,7,12,255,0.87,saint,Benign,Low
18152,31429,0,165,32,80,0.13,portsweep,Attack,High
435,693,1,6,12,255,1.0,normal,Benign,Low
36278,47529,0,147,51,78,0.03,normal,Attack,High
8574,18488,0,80,30,16,0.34,saint,Benign,Low
565,1441,1,11,19,255,0.9,normal,Benign,Low
245,1546,1,12,20,255,0.91,normal,Benign,Low
261,1732,1,13,8,255,0.87,normal,Benign,Low
423,1072,1,9,7,255,0.99,normal,Benign,Low
869,2031,1,6,7,255,0.93,normal,Benign,Low
853,1060,1,14,13,255,0.85,normal,Benign,Low
196,2017,1,4,7,255,0.91,normal,Benign,Low
224,2231,1,1,8,255,1.0,normal,Benign,Low
10741,32084,0,88,85,148,0.21,saint,Attack,High
29455,26311,0,182,71,150,0.33,neptune,Attack,High
707,1157,1,19,18,255,0.92,normal,Benign,Low
713,2307,1,12,10,255,1.0,normal,Benign,Low
200,1287,1,20,5,255,0.9,normal,Benign,Low
372,1627,1,12,12,255,0.93,normal,Benign,Low
513,269,1,10,9,255,0.9,normal,Benign,Low
556,554,1,13,13,255,0.88,normal,Benign,Low
862,981,1,3,11,255,0.86,normal,Benign,Low
607,695,1,11,12,255,0.92,normal,Benign,Low
212,1166,1,16,10,255,0.85,normal,Benign,Low
24751,49792,0,235,89,157,0.28,normal,Attack,High
394,614,1,10,7,255,0.87,normal,Benign,Low
293,2312,1,6,1,255,0.94,normal,Benign,Low
11585,24796,0,170,68,99,0.03,neptune,Attack,High
655,2078,1,3,6,255,0.94,normal,Benign,Low
658,620,1,16,6,255,0.95,normal,Benign,Low
675,1202,1,7,11,255,0.91,normal,Benign,Low
35303,48875,0,240,99,160,0.29,normal,Attack,High
185,2070,1,8,6,255,0.97,normal,Benign,Low
174,1706,1,6,11,255,0.86,portsweep,Benign,Low
182,1142,1,8,18,255,1.0,neptune,Benign,Low
147,1697,1,3,17,255,0.88,normal,Benign,Low
38601,57765,0,170,38,109,0.38,mscan,Attack,High
812,1979,1,4,15,255,0.98,normal,Benign,Low
255,2478,1,13,2,255,0.95,normal,Benign,Low
698,1544,1,20,5,255,0.93,normal,Benign,Low
417,1203,1,12,3,255,0.88,normal,Benign,Low
766,1488,1,4,7,255,0.88,normal,Benign,Low
767,260,1,10,20,255,0.86,normal,Benign,Low
309,2016,1,14,15,255,0.98,normal,Benign,Low
627,1440,1,14,5,255,0.93,normal,Benign,Low
357,2306,1,15,5,255,0.93,normal,Benign,Low
641,2091,1,10,3,255,0.92,normal,Benign,Low
453,1559,1,9,15,255,0.97,normal,Benign,Low
402,534,1,4,1,255,0.97,normal,Benign,Low
15010,47012,0,209,71,127,0.19,saint,Attack,High
14634,58399,0,183,33,135,0.21,portsweep,Attack,High
413,1627,1,4,3,255,0.93,saint,Benign,Low
343,789,1,15,16,255,0.99,saint,Benign,Low
342,1428,1,8,16,255,0.86,normal,Benign,Low
32134,26197,0,216,95,91,0.36,neptune,Attack,High
288,1804,1,5,20,255,0.95,normal,Benign,Low
764,2489,1,20,20,255,0.97,normal,Benign,Low
238,1576,1,6,7,255,0.92,normal,Benign,Low
456,258,1,18,16,255,0.93,normal,Benign,Low
226,884,1,18,1,255,0.94,normal,Benign,Low
167,1404,1,12,20,255,0.87,normal,Benign,Low
158,1159,1,12,1,255,0.94,normal,Benign,Low
27713,49984,0,96,74,104,0.37,mscan,Attack,High
694,2033,1,3,12,255,1.0,normal,Benign,Low
336,1355,1,11,19,255,0.97,normal,Benign,Low
546,425,1,4,13,255,0.95,normal,Benign,Low
769,1676,1,11,4,255,0.86,normal,Benign,Low
185,1763,1,10,2,255,0.96,normal,Benign,Low
401,1147,1,5,5,255,0.97,normal,Benign,Low
596,2076,1,7,20,255,0.91,normal,Benign,Low
350,1334,1,5,12,255,0.95,normal,Benign,Low
26601,16352,0,178,116,21,0.19,saint,Benign,Low
838,1658,1,1,1,255,1.0,normal,Benign,Low
857,2235,1,13,18,255,0.99,normal,Benign,Low
856,1695,1,16,19,255,0.93,normal,Benign,Low
24705,57255,0,228,68,115,0.16,mscan,Attack,High
264,1296,1,12,7,255,0.99,normal,Benign,Low
37530,34710,0,165,90,89,0.07,normal,Attack,High
19659,26540,0,192,110,99,0.26,saint,Attack,High
175,1600,1,12,3,255,0.87,normal,Benign,Low
261,2240,1,11,9,255,0.9,normal,Benign,Low
439,465,1,4,6,255,0.86,normal,Benign,Low
836,1140,1,11,14,255,0.96,normal,Benign,Low
747,827,1,8,2,255,0.96,normal,Benign,Low
517,2470,1,8,10,255,0.93,normal,Benign,Low
31720,23134,0,220,85,150,0.37,mscan,Attack,High
695,2286,1,12,14,255,0.97,normal,Benign,Low
439,2306,1,15,19,255,0.97,normal,Benign,Low
30212,38966,0,167,115,137,0.33,neptune,Attack,High
466,2002,1,6,15,255,0.97,normal,Benign,Low
154,540,1,18,1,255,0.94,normal,Benign,Low
134,593,1,12,4,255,0.9,normal,Benign,Low
820,1513,1,1,17,255,0.93,normal,Benign,Low
723,897,1,6,7,255,0.87,normal,Benign,Low
779,634,1,20,2,255,0.93,normal,Benign,Low
